2025-10-07 20:31:23 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 15268
2025-10-07 20:31:23 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2025-10-07 20:31:23 0 [Note] InnoDB: Uses event mutexes
2025-10-07 20:31:23 0 [Note] InnoDB: Compressed tables use zlib 1.3
2025-10-07 20:31:23 0 [Note] InnoDB: Number of pools: 1
2025-10-07 20:31:23 0 [Note] InnoDB: Using SSE2 crc32 instructions
2025-10-07 20:41:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=357] with future log sequence number 2251528
2025-10-07 20:41:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=268] with future log sequence number 2251484
2025-10-07 20:41:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=384] with future log sequence number 2251484
2025-10-07 20:41:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=267] with future log sequence number 2251440
2025-10-07 20:41:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=359] with future log sequence number 2251440
2025-10-07 20:41:44 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 937787 is in the future! Current system log sequence number 306080.
2025-10-07 20:41:44 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-10-07 20:41:44 0 [ERROR] InnoDB: Page [page id: space=0, page number=2] log sequence number 2051204 is in the future! Current system log sequence number 306080.
2025-10-07 20:41:44 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-10-07 20:41:44 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 1721301 is in the future! Current system log sequence number 306080.
2025-10-07 20:41:44 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-10-07 20:41:44 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 2088063 is in the future! Current system log sequence number 306080.
2025-10-07 20:41:44 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-10-07 20:41:44 0 [ERROR] InnoDB: Page [page id: space=0, page number=320] log sequence number 2088063 is in the future! Current system log sequence number 306080.
2025-10-07 20:41:44 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-10-07 20:41:44 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 2088102 is in the future! Current system log sequence number 306080.
2025-10-07 20:41:44 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-10-07 20:41:44 0 [ERROR] InnoDB: Page [page id: space=0, page number=421] log sequence number 2088102 is in the future! Current system log sequence number 306080.
2025-10-07 20:41:44 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-10-07 20:41:44 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 2088141 is in the future! Current system log sequence number 306080.
2025-10-07 20:41:44 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-10-07 20:41:44 0 [ERROR] InnoDB: Page [page id: space=0, page number=377] log sequence number 2088141 is in the future! Current system log sequence number 306080.
2025-10-07 20:41:44 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-10-07 20:41:44 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 2088344 is in the future! Current system log sequence number 306080.
2025-10-07 20:41:44 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-10-07 20:41:44 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 2102132 is in the future! Current system log sequence number 306080.
